year,homicide_type,Combined
2021,Stabbing,"2021,Stabbing"
2021,Other,"2021,Other"
2021,Shooting,"2021,Shooting"
2021,Stabbing,"2021,Stabbing"
2021,Stabbing,"2021,Stabbing"
2021,Stabbing,"2021,Stabbing"
2021,Stabbing,"2021,Stabbing"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Other,"2021,Other"
2021,Other,"2021,Other"
2021,Other,"2021,Other"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Other,"2021,Other"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Other,"2021,Other"
2021,Shooting,"2021,Shooting"
2021,Other,"2021,Other"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Other,"2021,Other"
2021,Other,"2021,Other"
2021,Other,"2021,Other"
2021,Other,"2021,Other"
2021,Shooting,"2021,Shooting"
2021,Stabbing,"2021,Stabbing"
2021,Stabbing,"2021,Stabbing"
2021,Stabbing,"2021,Stabbing"
2021,Other,"2021,Other"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Other,"2021,Other"
2021,Shooting,"2021,Shooting"
2021,Other,"2021,Other"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Stabbing,"2021,Stabbing"
2021,Shooting,"2021,Shooting"
2021,Other,"2021,Other"
2021,Other,"2021,Other"
2021,Other,"2021,Other"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Stabbing,"2021,Stabbing"
2021,Stabbing,"2021,Stabbing"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Other,"2021,Other"
2021,Other,"2021,Other"
2021,Stabbing,"2021,Stabbing"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Stabbing,"2021,Stabbing"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Shooting,"2021,Shooting"
2021,Stabbing,"2021,Stabbing"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Stabbing,"2022,Stabbing"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Other,"2022,Other"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Other,"2022,Other"
2022,Other,"2022,Other"
2022,Stabbing,"2022,Stabbing"
2022,Stabbing,"2022,Stabbing"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Stabbing,"2022,Stabbing"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Other,"2022,Other"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Other,"2022,Other"
2022,Other,"2022,Other"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Stabbing,"2022,Stabbing"
2022,Other,"2022,Other"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Other,"2022,Other"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Stabbing,"2022,Stabbing"
2022,Stabbing,"2022,Stabbing"
2022,Stabbing,"2022,Stabbing"
2022,Shooting,"2022,Shooting"
2022,Stabbing,"2022,Stabbing"
2022,Shooting,"2022,Shooting"
2022,Stabbing,"2022,Stabbing"
2022,Stabbing,"2022,Stabbing"
2022,Stabbing,"2022,Stabbing"
2022,Shooting,"2022,Shooting"
2022,Other,"2022,Other"
2022,Other,"2022,Other"
2022,Stabbing,"2022,Stabbing"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Stabbing,"2022,Stabbing"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Stabbing,"2022,Stabbing"
2022,Stabbing,"2022,Stabbing"
2022,Shooting,"2022,Shooting"
2022,Shooting,"2022,Shooting"
2022,Stabbing,"2022,Stabbing"
2022,Shooting,"2022,Shooting"
2023,Other,"2023,Other"
2023,Other,"2023,Other"
2023,Other,"2023,Other"
2023,Stabbing,"2023,Stabbing"
2023,Other,"2023,Other"
2023,Stabbing,"2023,Stabbing"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Other,"2023,Other"
2023,Other,"2023,Other"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Other,"2023,Other"
2023,Other,"2023,Other"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Stabbing,"2023,Stabbing"
2023,Stabbing,"2023,Stabbing"
2023,Other,"2023,Other"
2023,Shooting,"2023,Shooting"
2023,Other,"2023,Other"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Other,"2023,Other"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Other,"2023,Other"
2023,Other,"2023,Other"
2023,Other,"2023,Other"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Other,"2023,Other"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Stabbing,"2023,Stabbing"
2023,Other,"2023,Other"
2023,Other,"2023,Other"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Other,"2023,Other"
2023,Other,"2023,Other"
2023,Stabbing,"2023,Stabbing"
2023,Shooting,"2023,Shooting"
2023,Shooting,"2023,Shooting"
2023,Other,"2023,Other"
2023,Stabbing,"2023,Stabbing"
